release_year,title,genres,nominated,budget_ranges,revenue_ranges,runtime_ranges,budget,revenue,runtime,winner
1978,Midnight Express,Drama,1,Low,Medium,High,2300000,35000000,121,0
1978,The Deer Hunter,Drama,1,Medium,Medium,High,15000000,50000000,183,1
1978,"Same Time, Next Year",Comedy,1,Low,Low,Medium,118,19,119,0
1978,An Unmarried Woman,Drama,1,Low,Medium,High,2515000,24000000,124,0
1978,The Deer Hunter,Drama,1,Medium,Medium,High,15000000,50000000,183,0
1978,The Wiz,Adventure,1,Medium,Medium,High,24000000,21049053,134,0
1978,The Deer Hunter,Drama,1,Medium,Medium,High,15000000,50000000,183,0
1978,"Same Time, Next Year",Comedy,1,Low,Low,Medium,118,19,119,0
1978,The Wiz,Adventure,1,Medium,Medium,High,24000000,21049053,134,0
1978,Death on the Nile,Mystery,1,Medium,Medium,High,7920000,14560084,140,1
1978,The Wiz,Adventure,1,Medium,Medium,High,24000000,21049053,134,0
1978,The Deer Hunter,Drama,1,Medium,Medium,High,15000000,50000000,183,1
1978,Midnight Express,Drama,1,Low,Medium,High,2300000,35000000,121,0
1978,The Deer Hunter,Drama,1,Medium,Medium,High,15000000,50000000,183,1
1978,Midnight Express,Drama,1,Low,Medium,High,2300000,35000000,121,0
1978,Superman,Action,1,High,High,High,55000000,300218018,143,0
1978,The Buddy Holly Story,Drama,1,Low,Medium,Medium,1200000,14363400,113,1
1978,The Wiz,Adventure,1,Medium,Medium,High,24000000,21049053,134,0
1978,Midnight Express,Drama,1,Low,Medium,High,2300000,35000000,121,1
1978,Superman,Action,1,High,High,High,55000000,300218018,143,0
1978,Grease,Romance,1,Medium,High,Medium,6000000,181813770,110,0
1978,"Same Time, Next Year",Comedy,1,Low,Low,Medium,118,19,119,0
1978,The Deer Hunter,Drama,1,Medium,Medium,High,15000000,50000000,183,1
1978,Midnight Express,Drama,1,Low,Medium,High,2300000,35000000,121,0
1978,An Unmarried Woman,Drama,1,Low,Medium,High,2515000,24000000,124,0
1978,The Buddy Holly Story,Drama,1,Low,Medium,Medium,1200000,14363400,113,0
1978,The Deer Hunter,Drama,1,Medium,Medium,High,15000000,50000000,183,1
1978,Superman,Action,1,High,High,High,55000000,300218018,143,0
1978,Midnight Express,Drama,1,Low,Medium,High,2300000,35000000,121,1
1978,"Same Time, Next Year",Comedy,1,Low,Low,Medium,118,19,119,0
1978,The Deer Hunter,Drama,1,Medium,Medium,High,15000000,50000000,183,0
1978,An Unmarried Woman,Drama,1,Low,Medium,High,2515000,24000000,124,0
1978,Superman,Action,1,High,High,High,55000000,300218018,143,1
1979,Kramer vs. Kramer,Drama,1,Medium,High,Medium,8000000,106260000,105,1
1979,The China Syndrome,Thriller,1,Medium,Medium,High,5900000,51718367,122,0
1979,Apocalypse Now,Drama,1,Medium,Medium,High,31500000,89460381,153,0
1979,The Rose,Drama,1,Medium,Medium,High,9250000,29174648,125,0
1979,Kramer vs. Kramer,Drama,1,Medium,High,Medium,8000000,106260000,105,0
1979,The Black Stallion,Adventure,1,Low,Medium,Medium,2700000,37799643,118,0
1979,The China Syndrome,Thriller,1,Medium,Medium,High,5900000,51718367,122,0
1979,The Rose,Drama,1,Medium,Medium,High,9250000,29174648,125,0
1979,Kramer vs. Kramer,Drama,1,Medium,High,Medium,8000000,106260000,105,0
1979,Breaking Away,Drama,1,Low,Medium,Medium,2300000,20000000,100,0
1979,Kramer vs. Kramer,Drama,1,Medium,High,Medium,8000000,106260000,105,1
1979,Alien,Horror,1,Medium,High,Medium,11000000,104931801,117,0
1979,Apocalypse Now,Drama,1,Medium,Medium,High,31500000,89460381,153,0
1979,The China Syndrome,Thriller,1,Medium,Medium,High,5900000,51718367,122,0
1979,Apocalypse Now,Drama,1,Medium,Medium,High,31500000,89460381,153,1
1979,The Black Hole,Adventure,1,Medium,Medium,Medium,20000000,35841901,98,0
1979,Kramer vs. Kramer,Drama,1,Medium,High,Medium,8000000,106260000,105,0
1979,1941,Action,1,Medium,Medium,Medium,35000000,31755742,113,0
1979,Apocalypse Now,Drama,1,Medium,Medium,High,31500000,89460381,153,0
1979,Breaking Away,Drama,1,Low,Medium,Medium,2300000,20000000,100,0
1979,Kramer vs. Kramer,Drama,1,Medium,High,Medium,8000000,106260000,105,1
2010,Going the Distance,Comedy,1,Medium,Medium,Medium,32000000,42045846,102,0
2010,Remember Me,Drama,1,Medium,Medium,Medium,16000000,56032889,113,0
1979,Apocalypse Now,Drama,1,Medium,Medium,High,31500000,89460381,153,0
1979,The Black Stallion,Adventure,1,Low,Medium,Medium,2700000,37799643,118,0
1979,Kramer vs. Kramer,Drama,1,Medium,High,Medium,8000000,106260000,105,0
1979,The Rose,Drama,1,Medium,Medium,High,9250000,29174648,125,0
2005,The Amityville Horror,Horror,1,Medium,High,Low,19000000,108047131,90,0
1979,Breaking Away,Drama,1,Low,Medium,Medium,2300000,20000000,100,0
1979,Apocalypse Now,Drama,1,Medium,Medium,High,31500000,89460381,153,0
1979,Breaking Away,Drama,1,Low,Medium,Medium,2300000,20000000,100,0
1979,Kramer vs. Kramer,Drama,1,Medium,High,Medium,8000000,106260000,105,1
1979,Apocalypse Now,Drama,1,Medium,Medium,High,31500000,89460381,153,1
1979,1941,Action,1,Medium,Medium,Medium,35000000,31755742,113,0
1979,The Rose,Drama,1,Medium,Medium,High,9250000,29174648,125,0
1979,Alien,Horror,1,Medium,High,Medium,11000000,104931801,117,1
1979,The Black Hole,Adventure,1,Medium,Medium,Medium,20000000,35841901,98,0
1979,Moonraker,Action,1,Medium,High,High,34000000,210308099,126,0
1979,1941,Action,1,Medium,Medium,Medium,35000000,31755742,113,0
1979,Apocalypse Now,Drama,1,Medium,Medium,High,31500000,89460381,153,0
1979,Kramer vs. Kramer,Drama,1,Medium,High,Medium,8000000,106260000,105,1
1979,Breaking Away,Drama,1,Low,Medium,Medium,2300000,20000000,100,1
1979,The China Syndrome,Thriller,1,Medium,Medium,High,5900000,51718367,122,0
1979,The Black Stallion,Adventure,1,Low,Medium,Medium,2700000,37799643,118,1
1980,Raging Bull,Drama,1,Medium,Medium,High,18000000,23000000,129,1
1980,The Elephant Man,Drama,1,Low,Medium,High,5000000,26010864,124,0
1980,Raging Bull,Drama,1,Medium,Medium,High,18000000,23000000,129,0
1980,Coal Miner's Daughter,Drama,1,Medium,Medium,High,15000000,67182787,125,1
1980,Raging Bull,Drama,1,Medium,Medium,High,18000000,23000000,129,0
1980,Coal Miner's Daughter,Drama,1,Medium,Medium,High,15000000,67182787,125,0
1980,The Elephant Man,Drama,1,Low,Medium,High,5000000,26010864,124,0
1980,The Empire Strikes Back,Adventure,1,Medium,High,High,18000000,538400000,124,0
1980,The Blue Lagoon,Romance,1,Low,Medium,Medium,4500000,58853106,104,0
1980,Coal Miner's Daughter,Drama,1,Medium,Medium,High,15000000,67182787,125,0
1980,Raging Bull,Drama,1,Medium,Medium,High,18000000,23000000,129,0
1980,The Elephant Man,Drama,1,Low,Medium,High,5000000,26010864,124,0
1981,Das Boot,Action,1,Medium,Medium,High,14000000,85000000,149,0
1980,The Elephant Man,Drama,1,Low,Medium,High,5000000,26010864,124,0
1980,Raging Bull,Drama,1,Medium,Medium,High,18000000,23000000,129,0
1980,Coal Miner's Daughter,Drama,1,Medium,Medium,High,15000000,67182787,125,0
1980,The Elephant Man,Drama,1,Low,Medium,High,5000000,26010864,124,0
1980,Raging Bull,Drama,1,Medium,Medium,High,18000000,23000000,129,1
1980,Altered States,Mystery,1,Medium,Medium,Medium,15000000,19853892,102,0
1980,The Elephant Man,Drama,1,Low,Medium,High,5000000,26010864,124,0
1980,The Empire Strikes Back,Adventure,1,Medium,High,High,18000000,538400000,124,0
1980,Coal Miner's Daughter,Drama,1,Medium,Medium,High,15000000,67182787,125,0
1980,The Elephant Man,Drama,1,Low,Medium,High,5000000,26010864,124,0
1980,Raging Bull,Drama,1,Medium,Medium,High,18000000,23000000,129,0
1986,The Fly,Horror,1,Medium,Medium,Medium,15000000,60629159,96,1
1958,The Fly,Drama,1,Low,Low,Low,700000,3000000,94,1
1980,Altered States,Mystery,1,Medium,Medium,Medium,15000000,19853892,102,0
1980,Coal Miner's Daughter,Drama,1,Medium,Medium,High,15000000,67182787,125,0
1980,The Empire Strikes Back,Adventure,1,Medium,High,High,18000000,538400000,124,1
1980,Raging Bull,Drama,1,Medium,Medium,High,18000000,23000000,129,0
1980,Coal Miner's Daughter,Drama,1,Medium,Medium,High,15000000,67182787,125,0
1980,The Elephant Man,Drama,1,Low,Medium,High,5000000,26010864,124,0
1980,The Empire Strikes Back,Adventure,1,Medium,High,High,18000000,538400000,124,1
1981,Reds,Drama,1,Medium,Medium,High,32000000,40382659,195,0
1980,Atlantic City,Crime,1,Medium,Medium,Medium,7200000,12729678,104,0
2011,Arthur,Comedy,1,Medium,Medium,Medium,40000000,45735397,110,0
1981,Arthur,Comedy,1,Medium,Medium,Medium,7000000,95461682,97,0
1981,Absence of Malice,Drama,1,Medium,Medium,Medium,12000000,40716963,116,0
2011,Arthur,Comedy,1,Medium,Medium,Medium,40000000,45735397,110,1
1981,Arthur,Comedy,1,Medium,Medium,Medium,7000000,95461682,97,1
1981,Chariots of Fire,Drama,1,Medium,Medium,High,5500000,58972904,123,0
1981,Reds,Drama,1,Medium,Medium,High,32000000,40382659,195,0
1981,Reds,Drama,1,Medium,Medium,High,32000000,40382659,195,0
1980,Atlantic City,Crime,1,Medium,Medium,Medium,7200000,12729678,104,0
1981,Absence of Malice,Drama,1,Medium,Medium,Medium,12000000,40716963,116,0
1981,Reds,Drama,1,Medium,Medium,High,32000000,40382659,195,1
1980,Heaven's Gate,Action,1,High,Low,High,44000000,3484331,219,0
1981,Raiders of the Lost Ark,Adventure,1,Medium,High,Medium,18000000,389925971,115,1
1981,Reds,Drama,1,Medium,Medium,High,32000000,40382659,195,0
1981,Excalibur,Fantasy,1,Medium,Medium,High,11000000,34967437,140,0
1981,Raiders of the Lost Ark,Adventure,1,Medium,High,Medium,18000000,389925971,115,0
1981,Reds,Drama,1,Medium,Medium,High,32000000,40382659,195,1
1981,Chariots of Fire,Drama,1,Medium,Medium,High,5500000,58972904,123,1
1981,Pennies from Heaven,Drama,1,Medium,Medium,Medium,22000000,9171289,108,0
1981,Reds,Drama,1,Medium,Medium,High,32000000,40382659,195,0
1980,Atlantic City,Crime,1,Medium,Medium,Medium,7200000,12729678,104,0
1981,Chariots of Fire,Drama,1,Medium,Medium,High,5500000,58972904,123,0
1981,Raiders of the Lost Ark,Adventure,1,Medium,High,Medium,18000000,389925971,115,0
1981,Reds,Drama,1,Medium,Medium,High,32000000,40382659,195,1
1981,Chariots of Fire,Drama,1,Medium,Medium,High,5500000,58972904,123,0
1981,Raiders of the Lost Ark,Adventure,1,Medium,High,Medium,18000000,389925971,115,1
1981,Reds,Drama,1,Medium,Medium,High,32000000,40382659,195,0
1981,An American Werewolf in London,Horror,1,Medium,Medium,Medium,10000000,31973249,97,1
1981,Heartbeeps,Comedy,1,Medium,Low,Low,10000000,2154696,79,0
1981,Chariots of Fire,Drama,1,Medium,Medium,High,5500000,58972904,123,1
1981,Dragonslayer,Fantasy,1,Medium,Medium,Medium,18000000,14110013,108,0
1981,Raiders of the Lost Ark,Adventure,1,Medium,High,Medium,18000000,389925971,115,0
2011,Arthur,Comedy,1,Medium,Medium,Medium,40000000,45735397,110,1
1981,Arthur,Comedy,1,Medium,Medium,Medium,7000000,95461682,97,1
2014,Endless Love,Drama,1,Medium,Medium,Medium,20000000,34077920,103,0
1981,For Your Eyes Only,Adventure,1,Medium,High,High,28000000,195312802,127,0
1980,Atlantic City,Crime,1,Medium,Medium,Medium,7200000,12729678,104,0
1981,Chariots of Fire,Drama,1,Medium,Medium,High,5500000,58972904,123,1
1981,Raiders of the Lost Ark,Adventure,1,Medium,High,Medium,18000000,389925971,115,0
1981,Reds,Drama,1,Medium,Medium,High,32000000,40382659,195,0
1981,Outland,Science,1,Medium,Medium,Medium,16000000,17374595,112,0
1981,Pennies from Heaven,Drama,1,Medium,Medium,Medium,22000000,9171289,108,0
1981,Raiders of the Lost Ark,Adventure,1,Medium,High,Medium,18000000,389925971,115,1
1981,Reds,Drama,1,Medium,Medium,High,32000000,40382659,195,0
1981,Dragonslayer,Fantasy,1,Medium,Medium,Medium,18000000,14110013,108,0
1981,Raiders of the Lost Ark,Adventure,1,Medium,High,Medium,18000000,389925971,115,1
1981,Pennies from Heaven,Drama,1,Medium,Medium,Medium,22000000,9171289,108,0
1981,Absence of Malice,Drama,1,Medium,Medium,Medium,12000000,40716963,116,0
2011,Arthur,Comedy,1,Medium,Medium,Medium,40000000,45735397,110,0
1981,Arthur,Comedy,1,Medium,Medium,Medium,7000000,95461682,97,0
1980,Atlantic City,Crime,1,Medium,Medium,Medium,7200000,12729678,104,0
1981,Chariots of Fire,Drama,1,Medium,Medium,High,5500000,58972904,123,1
1981,Reds,Drama,1,Medium,Medium,High,32000000,40382659,195,0
1981,Raiders of the Lost Ark,Adventure,1,Medium,High,Medium,18000000,389925971,115,1
1982,Tootsie,Comedy,1,Medium,High,Medium,21000000,177200000,116,0
1982,Gandhi,Drama,1,Medium,Medium,High,22000000,77737889,191,1
1982,The Verdict,Drama,1,Medium,Medium,High,16000000,53977250,129,0
1982,The Best Little Whorehouse in Texas,Comedy,1,Medium,Medium,Medium,35000000,69701637,114,0
1982,The World According to Garp,Comedy,1,Medium,Medium,High,17000000,29712172,136,0
1982,The Verdict,Drama,1,Medium,Medium,High,16000000,53977250,129,0
1982,Sophie's Choice,Drama,1,Medium,Medium,High,12000000,30036000,151,1
1982,The World According to Garp,Comedy,1,Medium,Medium,High,17000000,29712172,136,0
1982,Tootsie,Comedy,1,Medium,High,Medium,21000000,177200000,116,0
1982,Tootsie,Comedy,1,Medium,High,Medium,21000000,177200000,116,1
2014,Annie,Comedy,1,High,High,Medium,65000000,133821816,119,0
1982,Annie,Comedy,1,High,Medium,High,50000000,57059003,127,0
1982,Blade Runner,Science,1,Medium,Medium,Medium,28000000,33139618,117,0
1982,Gandhi,Drama,1,Medium,Medium,High,22000000,77737889,191,1
1982,Gandhi,Drama,1,Medium,Medium,High,22000000,77737889,191,1
1982,Sophie's Choice,Drama,1,Medium,Medium,High,12000000,30036000,151,0
1982,Tootsie,Comedy,1,Medium,High,Medium,21000000,177200000,116,0
1982,Gandhi,Drama,1,Medium,Medium,High,22000000,77737889,191,1
1982,Sophie's Choice,Drama,1,Medium,Medium,High,12000000,30036000,151,0
1982,Tron,Science,1,Medium,Medium,Medium,17000000,33000000,96,0
1981,Das Boot,Action,1,Medium,Medium,High,14000000,85000000,149,0
1982,Gandhi,Drama,1,Medium,Medium,High,22000000,77737889,191,1
1982,Tootsie,Comedy,1,Medium,High,Medium,21000000,177200000,116,0
1982,The Verdict,Drama,1,Medium,Medium,High,16000000,53977250,129,0
1981,Das Boot,Action,1,Medium,Medium,High,14000000,85000000,149,0
1982,Gandhi,Drama,1,Medium,Medium,High,22000000,77737889,191,1
1982,Tootsie,Comedy,1,Medium,High,Medium,21000000,177200000,116,0
1982,Gandhi,Drama,1,Medium,Medium,High,22000000,77737889,191,0
1981,Quest for Fire,Adventure,0,Medium,Medium,Medium,12000000,55260558,100,1
1982,Gandhi,Drama,1,Medium,Medium,High,22000000,77737889,191,0
2015,Poltergeist,Horror,1,Medium,Medium,Low,35000000,95437994,93,0
1982,Poltergeist,Horror,1,Medium,High,Medium,10700000,122200000,114,0
1982,Sophie's Choice,Drama,1,Medium,Medium,High,12000000,30036000,151,0
2014,Annie,Comedy,1,High,High,Medium,65000000,133821816,119,0
1982,Annie,Comedy,1,High,Medium,High,50000000,57059003,127,0
1982,Rocky III,Drama,1,Medium,High,Medium,17000000,270000000,99,0
1982,Tootsie,Comedy,1,Medium,High,Medium,21000000,177200000,116,0
1982,Gandhi,Drama,1,Medium,Medium,High,22000000,77737889,191,1
1982,Tootsie,Comedy,1,Medium,High,Medium,21000000,177200000,116,0
1982,The Verdict,Drama,1,Medium,Medium,High,16000000,53977250,129,0
1981,Das Boot,Action,1,Medium,Medium,High,14000000,85000000,149,0
1982,Gandhi,Drama,1,Medium,Medium,High,22000000,77737889,191,0
1982,Tootsie,Comedy,1,Medium,High,Medium,21000000,177200000,116,0
1982,Tron,Science,1,Medium,Medium,Medium,17000000,33000000,96,0
1981,Das Boot,Action,1,Medium,Medium,High,14000000,85000000,149,0
2015,Poltergeist,Horror,1,Medium,Medium,Low,35000000,95437994,93,0
1982,Poltergeist,Horror,1,Medium,High,Medium,10700000,122200000,114,0
1982,Blade Runner,Science,1,Medium,Medium,Medium,28000000,33139618,117,0
2015,Poltergeist,Horror,1,Medium,Medium,Low,35000000,95437994,93,0
1982,Poltergeist,Horror,1,Medium,High,Medium,10700000,122200000,114,0
1981,Das Boot,Action,1,Medium,Medium,High,14000000,85000000,149,0
1982,Sophie's Choice,Drama,1,Medium,Medium,High,12000000,30036000,151,0
1982,The Verdict,Drama,1,Medium,Medium,High,16000000,53977250,129,0
1982,Gandhi,Drama,1,Medium,Medium,High,22000000,77737889,191,1
1982,Tootsie,Comedy,1,Medium,High,Medium,21000000,177200000,116,0
1983,The Right Stuff,Drama,1,Medium,Medium,High,27000000,21500000,193,0
1983,Testament,Action,1,Low,Low,Low,1500000,2044892,90,0
1982,The Year of Living Dangerously,War,1,Medium,Low,Medium,6000000,1317657,115,1
1983,Yentl,Music,1,Medium,Medium,High,12000000,30400000,132,0
1983,Return of the Jedi,Adventure,1,Medium,High,High,32350000,572700000,135,0
1983,The Right Stuff,Drama,1,Medium,Medium,High,27000000,21500000,193,0
1983,Yentl,Music,1,Medium,Medium,High,12000000,30400000,132,0
1983,Flashdance,Drama,1,Low,Medium,Low,4000000,92921203,95,0
1983,The Right Stuff,Drama,1,Medium,Medium,High,27000000,21500000,193,0
1983,WarGames,Thriller,1,Medium,Medium,Medium,12000000,79567667,114,0
1983,Blue Thunder,Science,1,Medium,Medium,Medium,22000000,42313354,109,0
1983,Flashdance,Drama,1,Low,Medium,Low,4000000,92921203,95,0
1983,The Right Stuff,Drama,1,Medium,Medium,High,27000000,21500000,193,1
1983,Return of the Jedi,Adventure,1,Medium,High,High,32350000,572700000,135,0
1983,The Right Stuff,Drama,1,Medium,Medium,High,27000000,21500000,193,1
1983,Trading Places,Comedy,1,High,Medium,Medium,40600000,90400000,116,0
1983,Yentl,Music,1,Medium,Medium,High,12000000,30400000,132,1
1983,Flashdance,Drama,1,Low,Medium,Low,4000000,92921203,95,1
1983,Flashdance,Drama,1,Low,Medium,Low,4000000,92921203,95,0
1983,Yentl,Music,1,Medium,Medium,High,12000000,30400000,132,0
1983,Yentl,Music,1,Medium,Medium,High,12000000,30400000,132,0
1983,The Right Stuff,Drama,1,Medium,Medium,High,27000000,21500000,193,0
1983,Mickey's Christmas Carol,Family,1,Low,Medium,Low,3000000,21000000,26,0
2000,Boys and Girls,Comedy,1,Medium,Medium,Low,16000000,20627372,94,1
1983,Return of the Jedi,Adventure,1,Medium,High,High,32350000,572700000,135,0
1983,The Right Stuff,Drama,1,Medium,Medium,High,27000000,21500000,193,1
1983,WarGames,Thriller,1,Medium,Medium,Medium,12000000,79567667,114,0
1983,Return of the Jedi,Adventure,1,Medium,High,High,32350000,572700000,135,0
1983,The Right Stuff,Drama,1,Medium,Medium,High,27000000,21500000,193,1
1983,WarGames,Thriller,1,Medium,Medium,Medium,12000000,79567667,114,0
1983,Return of the Jedi,Adventure,1,Medium,High,High,32350000,572700000,135,1
1984,Amadeus,Drama,1,Medium,Medium,High,18000000,51973029,160,1
1984,Starman,Action,1,Medium,Medium,Medium,22000000,28744356,115,0
1984,Amadeus,Drama,1,Medium,Medium,High,18000000,51973029,160,0
1984,The Killing Fields,War,1,Medium,Medium,High,14400000,34700291,141,0
1984,A Soldier's Story,Drama,1,Medium,Medium,Medium,6000000,21821347,101,0
2010,The Karate Kid,Action,1,Medium,High,High,40000000,357852395,140,0
1984,The Karate Kid,Drama,1,Medium,Medium,High,8000000,90815558,126,0
1984,The Killing Fields,War,1,Medium,Medium,High,14400000,34700291,141,1
1984,A Passage to India,Drama,1,Medium,Medium,High,8000000,27187653,163,0
1984,The River,Drama,1,Medium,Medium,High,18000000,11500000,122,0
1984,A Passage to India,Drama,1,Medium,Medium,High,8000000,27187653,163,1
1984,The Natural,Drama,1,Medium,Medium,High,28000000,47951979,137,0
1984,Amadeus,Drama,1,Medium,Medium,High,18000000,51973029,160,1
1984,The Cotton Club,Music,1,High,Medium,High,58000000,25928721,127,0
1984,The Natural,Drama,1,Medium,Medium,High,28000000,47951979,137,0
1984,A Passage to India,Drama,1,Medium,Medium,High,8000000,27187653,163,0
1984,2010,Thriller,1,Medium,Medium,Medium,28000000,40400657,116,0
1984,Amadeus,Drama,1,Medium,Medium,High,18000000,51973029,160,0
1984,The Killing Fields,War,1,Medium,Medium,High,14400000,34700291,141,1
1984,The Natural,Drama,1,Medium,Medium,High,28000000,47951979,137,0
1984,A Passage to India,Drama,1,Medium,Medium,High,8000000,27187653,163,0
1984,The River,Drama,1,Medium,Medium,High,18000000,11500000,122,0
1984,Amadeus,Drama,1,Medium,Medium,High,18000000,51973029,160,1
1984,A Passage to India,Drama,1,Medium,Medium,High,8000000,27187653,163,0
1984,2010,Thriller,1,Medium,Medium,Medium,28000000,40400657,116,0
1984,Amadeus,Drama,1,Medium,Medium,High,18000000,51973029,160,1
1984,Broadway Danny Rose,Comedy,1,Medium,Medium,Low,8000000,10600497,84,0
1984,The Killing Fields,War,1,Medium,Medium,High,14400000,34700291,141,0
